,id
0,247241481
1,217317583
2,74975883
3,216462048
4,53056161
5,167932609
6,17967481
7,10001384
8,204765801
9,76030024
10,174029994
11,247241493
12,15668735
13,44012580
14,134561311
15,556642
16,419322
17,160440903
18,38323087
19,74559331
20,419310
21,51845073
22,214050026
23,146012358
24,2901371
25,26314426
26,74573141
27,197190455
28,174593821
29,21089128
30,10001351
31,138481685
32,51729979
33,416978
34,511960
35,8608925
36,217443551
37,618526
38,73312665
39,194134411
40,54439144
41,200815573
42,2130041
43,58116278
44,754249
45,12404568
46,20637413
47,16770500
48,208062520
49,77915998
50,10001382
51,73666130
52,16572969
53,193763732
54,10769836
55,66930382
56,10001369
57,547563
58,74561265
59,215099700
60,63191179
61,76283023
62,187392403
63,77605790
64,74311543
65,356387
66,25319983
67,416911
68,221225607
69,459733
70,124483882
71,199051799
72,1582161
73,124742926
74,15270539
75,243252575
76,143714177
77,68828151
78,35339655
79,410704
80,87034145
81,32246331
82,23393172
83,754245
84,9979633
85,52105812
86,20907214
87,74547194
88,456510
89,52373199
90,43973407
91,72741594
92,97991447
93,183050828
94,201965201
95,140107134
96,189371238
97,12404601
98,169695798
99,225386873
100,89783330
101,74561661
102,63190320
103,212558124
104,110055062
105,191975880
106,6909331
107,74850075
108,10001353
109,193925997
110,52192246
111,207891244
112,17620717
113,205957921
114,191271050
115,173164642
116,16387290
117,456506
118,14388647
119,17954263
120,53254176
121,190315447
122,491362
123,87036279
124,16305404
125,252011585
126,56417646
127,54839622
128,189371737
129,107058325
130,14469139
131,200845974
132,195656317
133,67619329
134,212111964
135,28078365
136,456497
137,66792707
138,575388
139,214875385
140,153547112
141,16610279
142,68600962
143,134641513
144,24635552
145,2902221
146,12204837
147,80980996
148,24635126
149,208379860
150,225940290
151,56248606
152,76054860
153,12011385
154,459843
155,25318830
156,201936769
157,55576273
158,141774303
159,208440428
160,141567830
161,190794920
162,16308170
163,15337513
164,58257520
165,94161538
166,170154615
167,575519
168,250099379
169,6841341
170,16397909
171,10001330
172,169198068
173,455445
174,10001349
175,171869909
176,23468494
177,65107101
178,124897242
179,77516386
180,97346988
181,72680847
182,46634155
183,216097072
184,103821061
185,174216534
186,194198167
187,150672784
188,6910261
189,206112507
190,54616069
191,59502552
192,459201
193,57357726
194,95266695
195,10001326
196,6711831
197,7458771
198,157504855
199,15680869
200,130048917
201,81830444
202,11194805
203,196939150
204,189540673
205,155765566
206,98233872
207,10001377
208,23397939
209,134559638
210,24902640
211,806744
212,110948705
213,215099692
214,8089082
215,107360880
216,69162730
217,561879
218,763675
219,191270045
220,208077288
221,138315921
222,10001367
223,10001357
224,8114281
225,12404603
226,77105849
227,14293641
228,137959617
229,32453922
230,165667261
231,198207951
232,25206026
233,114699552
234,16667097
235,109347126
236,94173429
237,5413859
238,195656641
239,165588636
240,15353548
241,73199681
242,16396285
243,101901207
244,12404609
245,74309855
246,142782679
247,198203383
248,26218961
249,17904891
250,203213313
251,44012841
252,152383382
253,182308716
254,197670914
255,249288542
256,169198565
257,7857797
258,201965545
259,206157359
260,56380242
261,49728912
262,58677681
263,213920368
264,169039064
265,98923791
266,56190273
267,46757834
268,8081443
269,56067914
270,186359410
271,171233670
272,220671238
273,23557774
274,459084
275,144232807
276,195536650
277,173380884
278,16161475
279,54764213
280,201936149
281,76664325
282,416990
283,188176208
284,80799408
285,204664136
286,11354023
287,55196708
288,106375760
289,202492275
290,185922577
291,22555481
292,99998451
293,57268501
294,205757256
295,191918608
296,196057971
297,57657389
298,159887307
299,248645535
300,185944336
301,86123397
302,186267931
303,178477024
304,40547505
305,53704413
306,51733508
307,52368889
308,127668958
309,11931292
310,171973454
311,57666163
312,70944880
313,112131582
314,143105681
315,51352620
316,25208975
317,20393324
318,117095465
319,153786458
320,192010844
321,192156146
322,71893664
323,239419819
324,198119999
325,138315865
326,146189682
327,188089635
328,169277166
329,23799966
330,13644506
331,22883541
332,15351084
333,203211116
334,195255692
335,21259629
336,73666370
337,10001355
338,6081021
339,97829401
340,251873638
341,130048539
342,456525
343,85754942
344,209349950
345,199042652
346,125579569
347,99642436
348,816127
349,2691283
350,8315170
351,72288260
352,456521
353,11407472
354,78971544
355,102901250
356,69355415
357,33164951
358,447634
359,197241284
360,126864503
361,193002944
362,125936315
363,201939188
364,21861209
365,138315900
366,252092971
367,127377659
368,134562986
369,192924115
370,751218
371,108845575
372,208450450
373,53257028
374,15215426
375,214160066
376,200008015
377,206944800
378,465219
379,11123274
380,157687034
381,209300241
382,117196258
383,24880266
384,15356062
385,54708669
386,10723695
387,204339847
388,416914
389,3939221
390,990751
391,57091076
392,173969491
393,142459136
394,24801234
395,109890380
396,51424090
397,253721467
398,77947090
399,50086320
400,44180345
401,76297472
402,9845151
403,179539764
404,59115735
405,22100084
406,205961356
407,100031927
408,125893668
409,49366640
410,185654769
411,192863109
412,506497
413,204314240
414,184904857
415,121024249
416,199109494
417,700901
418,24850430
419,22414760
420,8095982
421,10868001
422,162617728
423,166319807
424,220679465
425,34476640
426,172960181
427,11200514
428,191829340
429,13864122
430,168372008
431,95564239
432,998687
433,136032838
434,110317258
435,100265665
436,164304313
437,76186679
438,44896399
439,15644245
440,96707403
441,22385802
442,32108134
443,520204
444,11353901
445,25962819
446,199235020
447,14518091
448,108590741
449,102157843
450,74775970
451,806672
452,117572921
453,60715918
454,7460207
455,196425212
456,103791477
457,15163759
458,8114283
459,14242308
460,82288567
461,704169
462,117093771
463,7908729
464,57692036
465,72752336
466,191089410
467,26218971
468,26218953
469,208438905
470,21056582
471,110990926
472,249682317
473,51615378
474,566274
475,8011164
476,79316248
477,35603100
478,416625
479,58669073
480,248186394
481,196948702
482,14379439
483,222439592
484,125582349
485,179550020
486,185442369
487,94173532
488,51970596
489,8114282
490,158820238
491,187770519
492,248360352
493,262065570
494,116490029
495,137741171
496,20584637
497,165941799
498,2045801
499,561924
500,554426
501,93294232
502,1690577
503,67861239
504,6413195
505,4981861
506,964243
507,53080935
508,71062304
509,217462144
510,111452388
511,50608552
512,419479
513,136796461
514,190289137
515,51342970
516,8443270
517,16217273
518,199613841
519,201110655
520,214578833
521,120462061
522,23693658
523,9153840
524,44022092
525,78965941
526,107361127
527,184923019
528,134579747
529,225942763
530,10001334
531,158126794
532,197186351
533,48509229
534,15647704
535,103354831
536,191640692
537,12071716
538,24896690
539,88265782
540,13331830
541,52664742
542,187302002
543,708026
544,93842708
545,6817797
546,54536202
547,143211193
548,161952132
549,225206441
550,12106824
551,193570107
552,25192430
553,3831591
554,41551915
555,41446843
556,102446014
557,208767580
558,115960556
559,41668123
560,121019153
561,136796417
562,207937066
563,57137324
564,208120240
565,109889548
566,136981085
567,17473989
568,246287633
569,134652680
570,202259313
571,20111924
572,100442187
573,29406210
574,249290285
575,8315056
576,126492090
577,201508922
578,119326682
579,141971236
580,205698763
581,11252598
582,509716
583,26691653
584,57740632
585,4953361
586,11607917
587,13428299
588,561990
589,11122882
590,17910028
591,566867
592,49729824
593,102780846
594,25975534
595,154706046
596,51987865
597,194125697
598,74547151
599,26314030
600,181120107
601,16613522
602,96903639
603,159313503
604,249457337
605,19701154
606,44248667
607,51111825
608,54365768
609,213960192
610,82842545
611,102780872
612,196236093
613,31233999
614,215746674
615,200728422
616,10315830
617,199997474
618,35921896
619,56000864
620,120034245
621,44335445
622,189460846
623,86155648
624,213922724
625,117093418
626,137169723
627,117093393
628,117094215
629,20410427
630,144354877
631,87393332
632,125579605
633,184634783
634,127377456
635,208085385
636,205228808
637,23395721
638,215889906
639,214859851
640,41314748
641,134607384
642,246163295
643,204954024
644,196292349
645,7736571
646,214615798
647,204044334
648,190294912
649,204614080
650,173640823
651,213698300
652,214915395
653,19554563
654,171653285
655,109890229
656,26221901
657,35585756
658,59203466
659,205516175
660,198546564
661,112331205
662,193669071
663,13624452
664,250338432
665,74854740
666,171806447
667,185862606
668,31375366
669,211286008
670,76028767
671,197148356
672,87009984
673,223895571
674,181097381
675,215123575
676,33197221
677,151596121
678,191767693
679,63635262
680,112136464
681,11200172
682,205930850
683,145309902
684,31237022
685,222665328
686,222716773
687,10603668
688,87167484
689,123860034
690,125589385
691,205539458
692,68068823
693,37891357
694,159313501
695,185511132
696,111484881
697,26218947
698,134598637
699,200008469
700,147763775
701,59250043
702,143714095
703,202414702
704,243093254
705,91190628
706,200007071
707,142432254
708,20704481
709,220669499
710,197072973
711,199009064
712,68221371
713,12037628
714,192810278
715,230356357
716,174256818
717,184619587
718,198436835
719,144050184
720,20589395
721,195303311
722,457264
723,56698113
724,6093713
725,15333970
726,5360663
727,8398179
728,491434
729,13525399
730,56986166
731,56987633
732,72462227
733,113567242
734,212213480
735,9850897
736,20637588
737,50231082
738,26071266
739,618461
740,54624822
741,136032169
742,764198
743,121259463
744,176579489
745,6642977
746,185865266
747,7735717
748,120295856
749,248786364
750,184896059
751,137805214
752,197883370
753,6816557
754,116723243
755,143714190
756,50384042
757,3209613
758,556922
759,11891436
760,122267913
761,52627478
762,134840301
763,11353493
764,6447607
765,7811502
766,160995647
767,29148472
768,21479828
769,514319
770,51697953
771,207335089
772,15475469
773,116681870
774,16604634
775,160799944
776,151594277
777,2045621
778,8315046
779,25006480
780,6539103
781,32332727
782,225207161
783,249052944
784,72689407
785,77918557
786,561953
787,10585231
788,59416791
789,4331895
790,117200363
791,188947985
792,48983240
793,118219360
794,55985762
795,16079316
796,74173005
797,56372269
798,55589551
799,92533324
800,105768569
801,17605196
802,56697143
803,459632
804,10732310
805,207010906
806,136971630
807,9837192
808,8315121
809,56433502
810,57047283
811,57147408
812,23290826
813,21788815
814,113331833
815,121065787
816,161490007
817,129650198
818,1713195
819,56365639
820,173153435
821,29837913
822,15533211
823,1605999
824,122425966
825,138315916
826,57483936
827,10050407
828,50477210
829,117813574
830,150018210
831,116420484
832,26107549
833,21095783
834,11340356
835,213521314
836,34718290
837,25556273
838,68170002
839,135454674
840,178044799
841,184639271
842,125433137
843,121229121
844,102111614
845,54365865
846,43865791
847,222683698
848,213521606
849,217342467
850,215746668
851,117093757
852,137171129
853,117093804
854,186000732
855,117094152
856,117093528
857,70633421
858,146364782
859,205516950
860,141919550
861,42373861
862,249997438
863,117095066
864,117093368
865,142369953
866,195510725
867,102780789
868,109890379
869,230171811
870,83663607
871,125579213
872,93239845
873,170989410
874,214908408
875,195714841
876,145232831
877,220671265
878,125581398
879,138315871
880,48923082
881,1713049
882,195861449
883,182308659
884,129540429
885,22400934
886,102947935
887,59392986
888,132837642
889,199583260
890,35239842
891,15257150
892,77917036
893,200780041
894,230203528
895,208120467
896,575389
897,125935609
898,135496562
899,243145877
900,247662345
901,177278960
902,204942121
903,23820137
904,24969297
905,253059157
906,172802609
907,214717379
908,196913162
909,122222084
910,246168019
911,35776240
912,67911084
913,121242205
914,20680434
915,205741562
916,19740582
917,187217179
918,125046635
919,122326314
920,10913824
921,74573466
922,204871986
923,405252
924,20637248
925,125428218
926,63183906
927,229809605
928,244332324
929,201679038
930,176000646
931,311788
932,42561568
933,201929267
934,152646484
935,84168804
936,178713835
937,416620
938,158451512
939,11252153
940,200007051
941,615979
942,174258083
943,191721164
944,145767977
945,15507113
946,220670821
947,18012009
948,114620679
949,98232983
950,50014254
951,63146388
952,709035
953,196338586
954,11884225
955,161497837
956,14237723
957,225221809
958,49311265
959,31949590
960,190782369
961,511996
962,34317808
963,28241326
964,174257120
965,204460761
966,113518393
967,165207963
968,160995955
969,202956970
970,201686851
971,29173469
972,29172843
973,978946
974,26455563
975,45022751
976,157305298
977,219157067
978,193614746
979,28427762
980,26478808
981,56251562
982,171233497
983,16605218
984,20225198
985,100625195
986,85311072
987,250452221
988,192202380
989,21021502
990,514323
991,20519968
992,27609946
993,7064939
994,173699743
995,23171782
996,190695664
997,94091602
998,561984
999,448550
1000,71524074
1001,15377003
1002,2045567
1003,15350656
1004,195999071
1005,63140411
1006,77876730
1007,74492803
1008,763594
1009,23783035
1010,34159103
1011,99667879
1012,21574865
1013,44602406
1014,15245131
1015,22179387
1016,14642163
1017,8315202
1018,86164513
1019,56606148
1020,51326676
1021,109339385
1022,109080718
1023,53184762
1024,116577418
1025,24418785
1026,171233544
1027,144354811
1028,171233554
1029,208766959
1030,173627054
1031,130432566
1032,207723368
1033,117095462
1034,137169702
1035,117092970
1036,193617555
1037,10308656
1038,33734471
1039,137171747
1040,150931404
1041,199624128
1042,186078120
1043,136796489
1044,104070204
1045,191123325
1046,4319355
1047,49904752
1048,139268847
1049,208120476
1050,21057049
1051,185718448
1052,222678661
1053,708952
1054,205059171
1055,190321017
1056,217342594
1057,181808741
1058,205891612
1059,117094429
1060,137169678
1061,173640815
1062,73568332
1063,67827661
1064,249022225
1065,199709609
1066,169922418
1067,216371858
1068,207282431
1069,252178591
1070,175526036
1071,38147216
1072,171233483
1073,249772459
1074,130769123
1075,115269605
1076,198490494
1077,184588373
1078,73366064
1079,215141173
1080,212357626
1081,220671251
1082,186270895
1083,205529455
1084,108954644
1085,193549202
1086,177562198
1087,13114633
1088,250496151
1089,8105301
1090,163928170
1091,248798031
1092,32859534
1093,221807085
1094,262304617
1095,193439213
1096,222562256
1097,225960182
1098,225208138
1099,247436625
1100,247656230
1101,257780423
1102,202258575
1103,47514139
1104,175425776
1105,214598278
1106,247718667
1107,200009564
1108,481615
1109,187188650
1110,107362077
1111,76198752
1112,201934939
1113,56951056
1114,200009149
1115,172960162
1116,200026745
1117,52054902
1118,11224567
1119,150167422
1120,203810780
1121,74342203
1122,149485922
1123,201965118
1124,186161528
1125,448543
1126,197648114
1127,110736166
1128,16609730
1129,13150843
1130,73937067
1131,200023950
1132,459842
1133,72633638
1134,7597707
1135,188947821
1136,561957
1137,75649461
1138,12071752
1139,153911821
1140,70689205
1141,95564310
1142,15680089
1143,12481715
1144,151967582
1145,13816509
1146,11252093
1147,21017949
1148,206747854
1149,51510178
1150,15411108
1151,74864515
1152,150877192
1153,15335893
1154,26664592
1155,156176360
1156,15642876
1157,171233573
1158,13862477
1159,160992260
1160,160992212
1161,257844204
1162,98900531
1163,95564265
1164,242022826
1165,1069770
1166,64246103
1167,205149348
1168,24633993
1169,128971887
1170,190726158
1171,170154670
1172,55582245
1173,59251056
1174,179509249
1175,53181542
1176,16208533
1177,74883580
1178,68003409
1179,197538826
1180,63080281
1181,416613
1182,20600759
1183,2045585
1184,162478460
1185,10697849
1186,456516
1187,7964489
1188,10797793
1189,19992626
1190,15332815
1191,3054369
1192,58807632
1193,59421307
1194,48587859
1195,170338346
1196,95650953
1197,203960335
1198,50772516
1199,74857633
1200,108838558
1201,8060644
1202,582268
1203,73636116
1204,16215426
1205,33793341
1206,38190478
1207,86297296
1208,56404764
1209,120462215
1210,59502158
1211,136676515
1212,142782737
1213,44545853
1214,59499178
1215,17611318
1216,2045587
1217,63917083
1218,70839219
1219,115977775
1220,136586126
1221,206502059
1222,171233623
1223,125936664
1224,57357411
1225,48116252
1226,215746706
1227,73333568
1228,173640782
1229,76047456
1230,96366247
1231,10308185
1232,24510077
1233,145301864
1234,199111362
1235,137170217
1236,137170320
1237,117093142
1238,117094414
1239,137169991
1240,125432260
1241,15510300
1242,113099786
1243,213956144
1244,183035883
1245,217344026
1246,100159246
1247,117095328
1248,117094659
1249,107469785
1250,29609934
1251,199201198
1252,117811811
1253,137149364
1254,32128974
1255,74342692
1256,37408608
1257,174153373
1258,201851825
1259,174944633
1260,144354545
1261,179539777
1262,248792234
1263,171233615
1264,183376205
1265,108242720
1266,195091387
1267,95564308
1268,138456711
1269,95052000
1270,252581911
1271,141356532
1272,201911223
1273,136796494
1274,124897486
1275,56693070
1276,188482039
1277,207374394
1278,67235516
1279,188544553
1280,242086251
1281,44716149
1282,38383214
1283,92010070
1284,89456696
1285,15659038
1286,108843366
1287,174307898
1288,77912800
1289,147752132
1290,205031081
1291,179750204
1292,159602770
1293,261942501
1294,48432507
1295,225202878
1296,15338785
1297,128645811
1298,198436829
1299,102156839
1300,49275935
1301,70833324
1302,42561588
1303,115746322
1304,217316842
1305,100517001
1306,191689321
1307,14188623
1308,200023659
1309,242017028
1310,52276039
1311,169695504
1312,253378387
1313,213893384
1314,253378196
1315,55994870
1316,172960301
1317,176926490
1318,106420833
1319,191651969
1320,200007550
1321,200032113
1322,162593951
1323,193895455
1324,243033592
1325,356371
1326,107034248
1327,150656174
1328,416985
1329,215099888
1330,6090215
1331,186700430
1332,187188766
1333,6997381
1334,243095278
1335,491455
1336,200009532
1337,200009297
1338,99295070
1339,198254560
1340,14727967
1341,186634758
1342,4981859
1343,26114420
1344,615976
1345,75990687
1346,7491203
1347,158380503
1348,75995177
1349,16390463
1350,101781545
1351,196988056
1352,200009522
1353,57628754
1354,79267421
1355,181361806
1356,45048475
1357,7095625
1358,196410736
1359,204460837
1360,4063917
1361,13764503
1362,6403989
1363,30691568
1364,42561598
1365,168875985
1366,160993720
1367,171036502
1368,165207255
1369,160996077
1370,160995862
1371,160992169
1372,165208788
1373,14379221
1374,163443674
1375,112331214
1376,78020993
1377,19844684
1378,192208694
1379,44003475
1380,190863875
1381,195660573
1382,189169406
1383,105175709
1384,8333241
1385,14524994
1386,25808650
1387,143714075
1388,589301
1389,120765817
1390,448549
1391,188928026
1392,6405829
1393,187622672
1394,101825531
1395,52312036
1396,142370216
1397,91626162
1398,152928221
1399,6398873
1400,88790505
1401,73259812
1402,27579312
1403,50796737
1404,49078809
1405,17474656
1406,101819684
1407,93936463
1408,78496225
1409,85444689
1410,217366185
1411,99240292
1412,252277458
1413,38210847
1414,9837190
1415,44602544
1416,37937444
1417,113099332
1418,56793467
1419,21758215
1420,77015658
1421,52152951
1422,16930258
1423,82495572
1424,198593824
1425,56445304
1426,9830362
1427,37407293
1428,7940215
1429,419320
1430,67135644
1431,203874428
1432,208474532
1433,173947108
1434,144916531
1435,115976007
1436,95484139
1437,136006322
1438,196154096
1439,192706426
1440,190212632
1441,214137808
1442,591356
1443,75348973
1444,10186878
1445,10133528
1446,34709360
1447,194087087
1448,197900437
1449,214602899
1450,775934
1451,24494305
1452,186333786
1453,13327514
1454,149045509
1455,125432229
1456,117094392
1457,179991459
1458,117094511
1459,117095599
1460,117095339
1461,117095510
1462,137170896
1463,137170012
1464,117092971
1465,171233751
1466,50735196
1467,114896573
1468,192713754
1469,59204350
1470,11295357
1471,205521069
1472,125433798
1473,205855491
1474,157161265
1475,197593399
1476,204627651
1477,69709892
1478,6547873
1479,260110627
1480,206502020
1481,216371910
1482,120464954
1483,199020460
1484,106276495
1485,117094244
1486,243057323
1487,187637779
1488,212462340
1489,115845662
1490,704132
1491,249643753
1492,491431
1493,79131627
1494,2086083
1495,44768742
1496,58879476
1497,44984825
1498,203293735
1499,217722921
1500,192113645
1501,568007
1502,12108701
1503,7986170
1504,222680371
1505,198965824
1506,16079268
1507,111561126
1508,97990990
1509,209129024
1510,137956117
1511,214050713
1512,20021065
1513,147970122
1514,24448044
1515,195918385
1516,249694499
1517,90474865
1518,95266171
1519,132837652
1520,25006660
1521,13335150
1522,161544810
1523,107579921
1524,17376812
1525,101171918
1526,20419056
1527,52850326
1528,34979704
1529,254124685
1530,121064379
1531,56097175
1532,200026370
1533,164250802
1534,201000187
1535,243093769
1536,128272421
1537,79768612
1538,55961506
1539,206319531
1540,91272143
1541,53627858
1542,10001324
1543,73256007
1544,253184060
1545,221823163
1546,131027384
1547,117571976
1548,16278661
1549,127176897
1550,44349631
1551,10566733
1552,16170583
1553,53320921
1554,206319019
1555,190864276
1556,2420793
1557,16303736
1558,491442
1559,8608280
1560,200009626
1561,200027902
1562,22385913
1563,6092587
1564,6452105
1565,200026180
1566,36014978
1567,193409410
1568,170434678
1569,1939921
1570,134583939
1571,65079109
1572,35579067
1573,10021395
1574,108857181
1575,11224569
1576,98732914
1577,2249745
1578,41816690
1579,49366322
1580,165997249
1581,247768228
1582,97815365
1583,67709452
1584,217317427
1585,112866133
1586,160995649
1587,122962362
1588,215525583
1589,154431235
1590,200008937
1591,200008305
1592,208120552
1593,31265319
1594,155530342
1595,138315904
1596,165209432
1597,160994977
1598,165210093
1599,193513449
1600,162460687
1601,165208911
1602,9148580
1603,67991056
1604,188040084
1605,206112579
1606,67179382
1607,204428582
1608,138315917
1609,77182076
1610,15236913
1611,213589460
1612,2302081
1613,21237758
1614,202805207
1615,17475042
1616,110938221
1617,8425696
1618,10194812
1619,12477248
1620,80802851
1621,26274900
1622,186391678
1623,193736125
1624,24255305
1625,17618526
1626,109333861
1627,71105811
1628,37718598
1629,23301966
1630,117335204
1631,44975323
1632,161909303
1633,198254310
1634,117336159
1635,48607335
1636,111349925
1637,51582965
1638,1685931
1639,68031263
1640,22099454
1641,153012005
1642,50196207
1643,49860295
1644,2069777
1645,55779917
1646,48877698
1647,112331758
1648,764581
1649,2903577
1650,131336363
1651,29455014
1652,60875322
1653,74164759
1654,73787280
1655,37895038
1656,205070115
1657,95470409
1658,155644682
1659,119967453
1660,51500453
1661,144917966
1662,95564275
1663,116187467
1664,163170629
1665,215746664
1666,17901547
1667,107666684
1668,171233688
1669,27836803
1670,120033864
1671,8460210
1672,136594526
1673,147410881
1674,137170377
1675,117095633
1676,117094772
1677,117095441
1678,117093899
1679,215694244
1680,10279419
1681,192561146
1682,112997390
1683,68545181
1684,141365422
1685,114896460
1686,23012373
1687,207782244
1688,242710523
1689,203853581
1690,175646273
1691,186078116
1692,176226532
1693,126702257
1694,205102330
1695,214880367
1696,157161270
1697,16106230
1698,220666923
1699,184497231
1700,107666352
1701,136796434
1702,21851016
1703,77111714
1704,162597695
1705,13316131
1706,34339666
1707,213673813
1708,134360974
1709,201712505
1710,75816184
1711,207172305
1712,157161933
1713,99232187
1714,178313830
1715,248755540
1716,200762520
1717,195666396
1718,109890112
1719,174398072
1720,82842766
1721,179746635
1722,1015896
1723,7117761
1724,2069761
1725,86800243
1726,132959588
1727,224478599
1728,49729049
1729,249721533
1730,213855716
1731,23536001
1732,14381105
1733,229803323
1734,168155405
1735,80934015
1736,194407337
1737,26300030
1738,249662789
1739,108844933
1740,50325821
1741,214946607
1742,7086541
1743,197147803
1744,216357507
1745,101173632
1746,464565
1747,146276912
1748,7585973
1749,26029837
1750,42126872
1751,68249077
1752,189696941
1753,19594254
1754,97269137
1755,98847675
1756,12607712
1757,25316733
1758,88068244
1759,199926500
1760,16275835
1761,165634742
1762,49562997
1763,63163309
1764,17901332
1765,81222214
1766,50231135
1767,121063802
1768,17904749
1769,15352821
1770,161390932
1771,121063550
1772,151994589
1773,57342720
1774,90575101
1775,200008629
1776,200024342
1777,44345960
1778,200008905
1779,94157838
1780,82842188
1781,72479065
1782,124486000
1783,66573446
1784,115627208
1785,15676007
1786,100396230
1787,108402189
1788,192765349
1789,197878605
1790,24882069
1791,16880726
1792,171233475
1793,67224380
1794,130634855
1795,44106254
1796,101901278
1797,31889294
1798,3556877
1799,491079
1800,17620827
1801,171796455
1802,188446296
1803,59275108
1804,15692374
1805,17614393
1806,123498423
1807,8011150
1808,201935492
1809,136029615
1810,73103815
1811,931617
1812,14301144
1813,43928782
1814,171036287
1815,160992160
1816,165207441
1817,405243
1818,198792003
1819,179409296
1820,252967040
1821,160995920
1822,16603745
1823,24800206
1824,24366737
1825,262410131
1826,188700458
1827,25180736
1828,43075634
1829,78971647
1830,151765074
1831,31262507
1832,222710161
1833,84757379
1834,10143147
1835,448538
1836,456500
1837,176219900
1838,17383981
1839,188663231
1840,112228080
1841,48449680
1842,171606540
1843,198864914
1844,56362737
1845,58203531
1846,107989969
1847,21491824
1848,55124565
1849,117333015
1850,12030322
1851,113331097
1852,20858273
1853,67480516
1854,57724517
1855,15203263
1856,216104392
1857,161538112
1858,14707624
1859,186206860
1860,48654899
1861,44603310
1862,61514452
1863,61365979
1864,38207939
1865,85682080
1866,31279883
1867,56417805
1868,114441345
1869,3526997
1870,22616559
1871,58056491
1872,53635028
1873,68483102
1874,41619877
1875,49352298
1876,245766068
1877,206945775
1878,66704679
1879,47374311
1880,57967681
1881,197606477
1882,134615563
1883,207723340
1884,225938871
1885,192678772
1886,204640991
1887,95484338
1888,192676238
1889,53562788
1890,208419581
1891,192678513
1892,108381675
1893,419326
1894,177526513
1895,71062970
1896,203763093
1897,128778031
1898,195341179
1899,169268508
1900,245766059
1901,109006041
1902,179586322
1903,176440511
1904,208736684
1905,128134223
1906,198799532
1907,166408725
1908,53057754
1909,188621563
1910,205851941
1911,81521510
1912,183262949
1913,54875165
1914,127697762
1915,169479395
1916,145224778
1917,194827988
1918,192206541
1919,199993513
1920,55517514
1921,244449170
1922,196562378
1923,11864859
1924,97475366
1925,61027361
1926,207397521
1927,173515536
1928,52770674
1929,212567562
1930,108423866
1931,41694647
1932,10440301
1933,196157745
1934,115020880
1935,57269938
1936,192210428
1937,59203999
1938,189475731
1939,190725467
1940,94156607
1941,143494833
1942,481625
1943,209331144
1944,190828939
1945,56198267
1946,137976895
1947,57214385
1948,246855597
1949,192720580
1950,189201753
1951,184410215
1952,207754682
1953,204756902
1954,69196844
1955,17952606
1956,91251969
1957,174067634
1958,34816934
1959,192229492
1960,194033679
1961,142369983
1962,53048871
1963,184896062
1964,109567587
1965,198244458
1966,58277586
1967,51029564
1968,15673876
1969,207723225
1970,192139887
1971,177639585
1972,125936672
1973,197693790
1974,24403186
1975,133697603
1976,183755241
1977,197186208
1978,142008824
1979,59203076
1980,10387236
1981,147712630
1982,207397516
1983,205542802
1984,39854315
1985,222529881
1986,459248
1987,103824296
1988,191911792
1989,143741572
1990,68250770
1991,68173661
1992,203211094
1993,197604628
1994,10706084
1995,193533447
1996,46183198
1997,201062572
1998,97851120
1999,125936424
